0,163
1,84
2,259
3,248
4,206
5,294
6,114
7,263
8,363
9,118
10,181
11,135
12,157
13,741
14,88
15,248
16,287
17,126
18,198
19,741
20,672
21,137
22,179
23,241
24,323
25,186
26,61
27,287
28,69
29,741
30,183
31,129
32,123
33,211
34,251
35,33
36,183
37,79
38,209
39,222
40,294
41,176
42,219
43,780
44,196
45,782
46,30
47,711
48,268
49,183
50,260
51,55
52,105
53,363
54,47
55,722
56,323
57,479
58,176
59,204
60,711
61,114
62,363
63,479
64,124
65,114
66,104
67,711
68,672
69,248
70,101
71,129
72,30
73,78
74,528
75,129
76,780
77,626
78,614
79,114
80,217
81,248
82,30
83,248
84,233
85,536
86,294
87,137
88,135
89,163
90,459
91,144
92,183
93,230
94,268
95,110
96,236
97,114
98,129
99,780
100,528
101,239
102,183
103,52
104,242
105,173
106,158
107,122
108,248
109,114
110,479
111,254
112,79
113,519
114,186
115,175
116,536
117,254
118,301
119,165
120,196
121,6
122,179
123,176
124,220
125,181
126,238
127,412
128,60
129,88
130,667
131,121
132,60
133,323
134,667
135,47
136,780
137,129
138,88
139,183
140,71
141,88
142,741
143,114
144,211
145,47
146,63
147,88
148,135
149,122
150,209
151,672
152,549
153,672
154,27
155,107
156,27
157,179
158,114
159,169
160,220
161,722
162,197
163,113
164,114
165,118
166,101
167,131
168,248
169,85
170,124
171,223
172,177
173,54
174,287
175,135
176,672
177,58
178,55
179,519
180,625
181,157
182,186
183,183
184,711
185,156
186,155
187,69
188,222
189,206
190,204
191,105
192,667
193,144
194,479
195,6
196,667
197,519
198,189
199,131
200,60
201,216
202,186
203,536
204,245
205,49
206,278
207,257
208,179
209,144
210,519
211,219
212,60
213,112
214,7
215,239
216,257
217,211
218,114
219,250
220,222
221,183
222,238
223,204
224,135
225,183
226,27
227,137
228,33
229,363
230,69
231,175
232,278
233,84
234,214
235,6
236,122
237,189
238,214
239,278
240,6
241,114
242,506
243,79
244,116
245,506
246,236
247,301
248,183
249,213
250,121
251,287
252,97
253,156
254,60
255,672
256,182
257,175
258,186
259,287
260,459
261,536
262,259
263,183
264,71
265,722
266,250
267,715
268,223
269,196
270,536
271,363
272,135
273,33
274,111
275,107
276,459
277,672
278,7
279,572
280,58
281,179
282,183
283,27
284,519
285,61
286,60
287,248
288,58
289,6
290,528
291,200
292,412
293,205
294,412
295,149
296,741
297,156
298,175
299,163
300,250
301,216
302,204
303,104
304,20
305,183
306,110
307,287
308,158
309,137
310,264
311,60
312,176
313,181
314,506
315,506
316,782
317,183
318,711
319,220
320,248
321,239
322,412
323,287
324,169
325,667
326,176
327,27
328,780
329,55
330,84
331,630
332,248
333,287
334,211
335,217
336,165
337,672
338,114
339,448
340,200
341,88
342,506
343,242
344,722
345,63
346,236
347,250
348,222
349,204
350,536
351,190
352,219
353,118
354,6
355,213
356,69
357,126
358,177
359,30
360,260
361,52
362,171
363,131
364,206
365,72
366,111
367,230
368,169
369,264
370,667
371,113
372,60
373,149
374,69
375,160
376,217
377,122
378,294
379,69
380,242
381,479
382,58
383,116
384,122
385,186
386,722
387,250
388,236
389,137
390,519
391,196
392,7
393,614
394,7
395,104
396,155
397,111
398,179
399,110
400,213
401,110
402,519
403,323
404,78
405,301
406,221
407,171
408,250
409,79
410,722
411,58
412,183
413,179
414,251
415,149
416,69
417,67
418,479
419,177
420,88
421,176
422,137
423,614
424,782
425,71
426,61
427,263
428,30
429,625
430,206
431,630
432,129
433,248
434,412
435,220
436,55
437,287
438,625
439,190
440,114
441,55
442,196
443,182
444,47
445,719
446,6
447,142
448,84
449,323
450,241
451,52
452,72
453,83
454,30
455,27
456,179
457,107
458,189
459,118
460,135
461,236
462,72
463,213
464,67
465,183
466,30
467,177
468,135
469,200
470,129
471,246
472,214
473,114
474,114
475,410
476,87
477,129
478,363
479,169
480,179
481,196
482,47
483,222
484,780
485,667
486,572
487,30
488,301
489,163
490,114
491,60
492,160
493,236
494,238
495,323
496,85
497,528
498,287
499,183
500,157
501,84
502,72
503,479
504,33
505,211
506,33
507,60
508,79
509,179
510,171
511,58
512,129
513,112
514,363
515,114
516,63
517,549
518,200
519,105
520,248
521,155
522,132
523,123
524,519
525,784
526,363
527,47
528,294
529,248
530,528
531,257
532,101
533,260
534,30
535,6
536,200
537,287
538,156
539,784
540,294
541,211
542,254
543,506
544,626
545,60
546,205
547,672
548,123
549,179
550,208
551,259
552,144
553,69
554,155
555,225
556,129
557,179
558,58
559,242
560,63
561,122
562,204
563,789
564,109
565,30
566,479
567,287
568,572
569,107
570,33
571,222
572,129
573,169
574,47
575,54
576,183
577,479
578,78
579,60
580,126
581,137
582,268
583,413
584,231
585,6
586,459
587,88
588,110
589,633
590,254
591,112
592,149
593,84
594,236
595,230
596,63
597,47
598,183
599,479
600,30
601,169
602,614
603,104
604,294
605,131
606,183
607,254
608,214
609,133
610,78
611,169
612,58
613,209
614,114
615,129
616,268
617,97
618,225
619,200
620,213
621,196
622,222
623,211
624,126
625,177
626,58
627,123
628,410
629,214
630,248
631,515
632,722
633,264
634,633
635,195
636,206
637,204
638,160
639,217
640,49
641,667
642,204
643,614
644,223
645,479
646,259
647,519
648,248
649,667
650,196
651,69
652,667
653,208
654,196
655,519
656,69
657,131
658,244
659,572
660,294
661,625
662,479
663,479
664,171
665,208
666,176
667,223
668,129
669,157
670,122
671,118
672,260
673,206
674,6
675,47
676,251
677,479
678,268
679,156
680,60
681,208
682,260
683,67
684,27
685,107
686,183
687,107
688,124
689,294
690,241
691,213
692,170
693,155
694,171
695,187
696,195
697,47
698,197
699,225
700,179
701,294
702,49
703,114
704,101
705,225
706,55
707,209
708,129
709,88
710,30
711,214
712,175
713,47
714,715
715,126
716,519
717,536
718,614
719,30
720,63
721,156
722,30
723,268
724,30
725,169
726,231
727,780
728,294
729,156
730,118
731,61
732,672
733,63
734,195
735,667
736,181
737,135
738,61
739,200
740,67
741,221
742,268
743,519
744,179
745,196
746,85
747,198
748,114
749,124
750,741
751,133
752,231
753,111
754,213
755,144
756,60
757,323
758,69
759,63
760,197
761,254
762,784
763,107
764,250
765,58
766,672
767,71
768,122
769,49
770,448
771,267
772,223
773,107
774,157
775,169
776,236
777,129
778,278
779,105
780,129
781,176
782,116
783,198
784,235
785,211
786,170
787,206
788,6
789,63
790,260
791,155
792,155
793,131
794,294
795,204
796,104
797,515
798,217
799,225
800,250
801,183
802,222
803,294
804,784
805,254
806,251
807,217
808,231
809,146
810,198
811,78
812,149
813,528
814,111
815,170
816,236
817,114
818,780
819,5
820,6
821,179
822,164
823,667
824,88
825,165
826,155
827,209
828,133
829,69
830,236
831,122
832,176
833,114
834,169
835,196
836,183
837,528
838,506
839,6
840,88
841,144
842,179
843,63
844,245
845,722
846,180
847,672
848,137
849,217
850,722
851,135
852,278
853,209
854,528
855,83
856,241
857,225
858,144
859,217
860,625
861,572
862,572
863,412
864,131
865,165
866,225
867,183
868,784
869,163
870,107
871,107
872,251
873,722
874,204
875,83
876,363
877,112
878,506
879,536
880,131
881,301
882,61
883,410
884,278
885,287
886,220
887,27
888,248
889,260
890,506
891,251
892,200
893,181
894,236
895,163
896,104
897,294
898,177
899,33
900,506
901,60
902,112
903,222
904,33
905,124
906,219
907,129
908,149
909,250
910,116
911,614
912,88
913,6
914,33
915,294
916,203
917,506
918,254
919,626
920,47
921,549
922,54
923,55
924,113
925,88
926,250
927,122
928,236
929,780
930,236
931,260
932,633
933,183
934,195
935,156
936,112
937,260
938,633
939,528
940,183
941,110
942,6
943,205
944,67
945,144
946,69
947,155
948,79
949,149
950,144
951,236
952,222
953,113
954,599
955,506
956,225
957,163
958,169
959,183
960,239
961,236
962,112
963,54
964,459
965,27
966,7
967,143
968,27
969,186
970,129
971,183
972,112
973,20
974,630
975,246
976,85
977,625
978,49
979,189
980,479
981,55
982,722
983,122
984,150
985,122
986,58
987,225
988,323
989,206
990,85
991,213
992,672
993,179
994,129
995,118
996,506
997,78
998,260
999,287
1000,69
1001,204
1002,223
1003,250
1004,195
1005,137
1006,60
1007,165
1008,186
1009,78
1010,175
1011,169
1012,69
1013,160
1014,225
1015,233
1016,195
1017,208
1018,722
1019,88
1020,225
1021,157
1022,6
1023,156
1024,236
1025,69
1026,6
1027,47
1028,196
1029,782
1030,156
1031,122
1032,741
1033,6
1034,241
1035,479
1036,294
1037,268
1038,222
1039,155
1040,85
1041,711
1042,217
1043,129
1044,195
1045,179
1046,105
1047,58
1048,171
1049,630
1050,536
1051,122
1052,233
1053,667
1054,27
1055,268
1056,268
1057,515
1058,200
1059,230
1060,250
1061,63
1062,183
1063,519
1064,79
1065,150
1066,448
1067,69
1068,60
1069,72
1070,233
1071,165
1072,163
1073,164
1074,614
