,partition,vertex
1272,9938,23190
1273,14443,23197
1274,4119,23202
1275,5936,23204
1276,14957,23209
1277,176,23210
1278,14935,23211
1279,9944,23213
1280,14063,46918
1281,12369,46919
1282,3359,46923
1283,9380,46926
1284,259,46931
1285,1833,46932
1286,4484,46935
1287,3020,46936
1288,9381,46937
1289,9382,46939
1290,12366,46940
1291,12354,46941
1292,14067,46945
1293,12367,46946
1294,14180,46949
1295,12981,46951
1296,4504,46952
1297,12951,46956
1298,14071,46958
1299,1909,46961
1300,12360,46962
1301,3493,46963
1302,9383,46964
1303,12726,46965
1304,1815,46967
1305,1393,46971
1306,14189,46973
1307,401,46974
1308,12359,46975
1309,14188,46976
1310,15252,46983
1311,2698,46984
1312,1695,21029
1313,14113,21030
1314,14112,21034
1315,5633,21035
1316,9715,21037
1317,5634,21038
1318,15125,21039
1319,600,21040
1320,9740,21043
1321,9739,21044
1322,5635,21045
1323,5636,21046
1324,3983,21047
1325,330,21048
1326,2576,21049
1327,299,21050
1328,5637,21051
1329,14011,21053
1330,9932,21054
1331,2719,21055
1332,9980,21056
1333,5638,21057
1334,5639,21059
1335,5640,21061
1336,5641,21064
1337,5642,21066
1338,2713,21068
1339,5643,21070
1340,5644,21079
1341,5645,21081
1342,1389,21083
1343,12703,21084
1344,7080,10735
1345,7088,10740
1346,2282,10742
1347,2283,10743
1348,7589,10755
1349,2284,10759
1350,2285,10760
1351,7093,10769
1352,2286,10771
1353,7090,10772
1354,4810,10773
1355,2287,10777
1356,2288,10779
1357,5416,10781
1358,2289,10786
1359,2290,10793
1360,2291,10796
1361,2292,10797
1362,2293,10798
1363,5844,10799
1364,7084,10801
1365,7605,10806
1366,8220,10808
1367,7717,10809
1368,2294,10811
1369,5,10813
1370,9473,10814
1371,2295,10816
1372,2296,10817
1373,2297,10820
1374,134,10828
1375,6693,10829
1376,13841,42594
1377,3021,42595
1378,8746,42596
1379,3397,42597
1380,8747,42598
1381,1772,42599
1382,2796,42600
1383,1771,42602
1384,8748,42603
1385,14258,42606
1386,1770,42608
1387,8749,42612
1388,8750,42615
1389,4433,42618
1390,14247,42620
1391,14257,42622
1392,14260,42623
1393,14936,42627
1394,8751,42631
1395,2196,42632
1396,11921,42634
1397,8752,42635
1398,14253,42640
1399,8753,42641
1400,14262,42647
1401,14434,42648
1402,8754,42649
1403,13936,42650
1404,15317,42651
1405,8755,42652
1406,2291,42653
1407,11926,42656
1408,6337,57075
1409,16082,57076
1410,16083,57077
1411,16084,57081
1412,16085,57082
1413,6384,57084
1414,16086,57087
1415,16087,57088
1416,16088,57090
1417,579,57092
1418,16089,57094
1419,873,57095
1420,16090,57096
1421,872,57097
1422,16091,57098
1423,16092,57100
1424,16093,57101
1425,9470,57102
1426,16094,57106
1427,16095,57108
1428,16096,57109
1429,356,57110
1430,4404,57111
1431,16097,57112
1432,16098,57113
1433,875,57114
1434,9476,57116
1435,4165,57118
1436,4701,57120
1437,16099,57123
1438,16100,57124
1439,909,57129
1440,7536,51167
1441,13854,51168
1442,13855,51170
1443,8743,51171
1444,13856,51173
1445,2766,51174
1446,13857,51175
1447,13858,51176
1448,13859,51182
1449,13860,51183
1450,6599,51184
1451,13861,51187
1452,7341,51188
1453,7343,51190
