,partition,vertex
1084,10927,32776
1085,10928,32780
1086,7298,32781
1087,10929,32784
1088,14164,52019
1089,5570,52020
1090,4076,52021
1091,14165,52022
1092,14166,52023
1093,14167,52027
1094,9093,52029
1095,14168,52030
1096,14169,52033
1097,14170,52034
1098,14171,52035
1099,9091,52036
1100,14172,52037
1101,14173,52039
1102,14174,52042
1103,259,52044
1104,14175,52045
1105,14176,52047
1106,14177,52048
1107,5715,52051
1108,2671,52052
1109,14178,52053
1110,4849,52054
1111,14179,52056
1112,14180,52060
1113,2719,52061
1114,14181,52062
1115,2736,52064
1116,14182,52065
1117,14183,52068
1118,14184,52069
1119,231,52071
1120,4231,53356
1121,14671,53364
1122,14672,53366
1123,14674,53372
1124,14677,53377
1125,14683,53392
1126,14758,53409
1127,9449,53418
1128,794,53430
1129,14699,53435
1130,14701,53444
1131,14718,53463
1132,14712,53464
1133,14705,53472
1134,434,53479
1135,14707,53481
1136,14711,53489
1137,14717,53500
1138,14723,53504
1139,9450,53520
1140,14726,53525
1141,2700,53533
1142,14738,53534
1143,14732,53541
1144,14747,53580
1145,14766,53605
1146,14760,53606
1147,14759,53607
1148,683,53611
1149,14767,53617
1150,438,53627
1151,437,53640
1152,1147,2929
1153,1148,2930
1154,4006,2932
1155,1149,2934
1156,4008,2940
1157,1146,2941
1158,1144,2943
1159,3971,2944
1160,1155,2946
1161,4007,2947
1162,3998,2948
1163,4001,2949
1164,82,2950
1165,1197,2951
1166,3276,2952
1167,1203,2953
1168,1286,2954
1169,1287,2955
1170,1187,2956
1171,1188,2957
1172,83,2958
1173,3974,2961
1174,3205,2962
1175,3204,2963
1176,1189,2964
1177,3210,2966
1178,1190,2967
1179,3956,2970
1180,4339,2974
1181,3298,2975
1182,3967,2983
1183,1191,2985
1184,6766,29130
1185,2910,29133
1186,6767,29135
1187,16972,29138
1188,6768,29141
1189,6769,29143
1190,6770,29148
1191,3106,29150
1192,10555,29152
1193,16963,29153
1194,6771,29157
1195,6772,29163
1196,16997,29164
1197,12971,29168
1198,6773,29170
1199,16999,29174
1200,4221,29176
1201,4220,29181
1202,1620,29184
1203,16986,29185
1204,6774,29189
1205,6775,29191
1206,16974,29193
1207,3112,29194
1208,6776,29198
1209,6777,29200
1210,6778,29206
1211,12997,29207
1212,6779,29209
1213,6780,29211
1214,6781,29213
1215,6782,29215
1216,4918,44516
1217,12102,44517
1218,12103,44518
1219,2707,44519
1220,9020,44531
1221,12104,44537
1222,9022,44539
1223,2702,44540
1224,9023,44542
1225,9004,44543
1226,12105,44544
1227,12106,44545
1228,2095,44546
1229,9024,44550
1230,9018,44551
1231,5064,44559
1232,9015,44562
1233,2068,44568
1234,9026,44569
1235,9016,44570
1236,12107,44580
1237,9032,44582
1238,9030,44583
1239,12108,44588
1240,9033,44590
1241,2591,44592
1242,3904,44594
1243,2676,44603
1244,12109,44609
1245,9036,44612
1246,12110,44615
1247,12111,44616
1248,14063,46918
1249,12369,46919
1250,3359,46923
1251,9380,46926
1252,259,46931
1253,1833,46932
1254,4484,46935
1255,3020,46936
1256,9381,46937
1257,9382,46939
1258,12366,46940
1259,12354,46941
1260,14067,46945
1261,12367,46946
1262,14180,46949
1263,12981,46951
1264,4504,46952
1265,12951,46956
1266,14071,46958
1267,1909,46961
1268,12360,46962
1269,3493,46963
1270,9383,46964
1271,12726,46965
1272,1815,46967
1273,1393,46971
1274,14189,46973
1275,401,46974
1276,12359,46975
1277,14188,46976
1278,15252,46983
