,pagerank,vertex
0,2.012842015e-05,18537
1,2.012842015e-05,18539
2,2.012842015e-05,18545
3,2.012842015e-05,18546
4,2.012842015e-05,18547
5,2.012842015e-05,18549
6,2.012842015e-05,18550
7,2.012842015e-05,18553
8,2.012842015e-05,18554
9,2.012842015e-05,18556
10,2.012842015e-05,18558
11,2.012842015e-05,18560
12,2.012842015e-05,18563
13,2.012842015e-05,18564
14,2.012842015e-05,18566
15,2.012842015e-05,18570
16,2.012842015e-05,18577
17,2.012842015e-05,18578
18,2.012842015e-05,18579
19,2.012842015e-05,18582
20,2.012842015e-05,18590
21,2.012842015e-05,18592
22,2.012842015e-05,18593
23,2.012842015e-05,18594
24,2.012842015e-05,18597
25,2.012842015e-05,18599
26,2.012842015e-05,18600
27,2.012842015e-05,18603
28,2.012842015e-05,18605
29,2.012842015e-05,18607
30,2.012842015e-05,18616
31,2.012842015e-05,18617
32,2.012842015e-05,18332
33,2.012842015e-05,18338
34,2.012842015e-05,18339
35,2.012842015e-05,18350
36,2.012842015e-05,18355
37,2.012842015e-05,18359
38,2.012842015e-05,18361
39,2.012842015e-05,18363
40,2.012842015e-05,18366
41,2.012842015e-05,18369
42,2.012842015e-05,18372
43,2.012842015e-05,18378
44,2.012842015e-05,18382
45,2.012842015e-05,18384
46,2.012842015e-05,18386
47,2.012842015e-05,18387
48,2.012842015e-05,18391
49,2.012842015e-05,18396
50,2.012842015e-05,18401
51,2.012842015e-05,18403
52,2.012842015e-05,18405
53,2.012842015e-05,18408
54,2.012842015e-05,18409
55,2.012842015e-05,18413
56,2.012842015e-05,18414
57,2.012842015e-05,18415
58,2.012842015e-05,18419
59,2.012842015e-05,18424
60,2.012842015e-05,18428
61,2.012842015e-05,18429
62,2.012842015e-05,18432
63,2.012842015e-05,18433
64,2.012842015e-05,29738
65,2.012842015e-05,29739
66,2.012842015e-05,29740
67,2.012842015e-05,29743
68,2.012842015e-05,29744
69,2.012842015e-05,29748
70,2.012842015e-05,29752
71,2.012842015e-05,29754
72,2.012842015e-05,29756
73,2.012842015e-05,29757
74,2.012842015e-05,29760
75,2.012842015e-05,29767
76,2.012842015e-05,29770
77,2.012842015e-05,29773
78,2.012842015e-05,29778
79,2.012842015e-05,29779
80,2.012842015e-05,29782
81,2.012842015e-05,29784
82,2.012842015e-05,29786
83,2.012842015e-05,29789
84,2.012842015e-05,29790
85,2.012842015e-05,29792
86,2.012842015e-05,29793
87,2.012842015e-05,29794
88,2.012842015e-05,29798
89,2.012842015e-05,29800
90,2.012842015e-05,29805
91,2.012842015e-05,29806
92,2.012842015e-05,29809
93,2.012842015e-05,29810
94,2.012842015e-05,29813
95,2.012842015e-05,29814
96,2.012842015e-05,13685
97,2.012842015e-05,13686
98,2.012842015e-05,13687
99,2.012842015e-05,13689
100,2.012842015e-05,13690
101,2.012842015e-05,13693
102,2.012842015e-05,13696
103,2.012842015e-05,13698
104,2.012842015e-05,13700
105,2.012842015e-05,13706
106,2.012842015e-05,13709
107,2.012842015e-05,13710
108,2.012842015e-05,13714
109,2.012842015e-05,13716
110,2.012842015e-05,13718
111,2.012842015e-05,13724
112,2.012842015e-05,13727
113,2.012842015e-05,13728
114,2.012842015e-05,13730
115,2.012842015e-05,13731
116,2.012842015e-05,13735
117,2.012842015e-05,13736
118,2.012842015e-05,13739
119,2.012842015e-05,13740
120,2.012842015e-05,13742
121,2.012842015e-05,13744
122,2.012842015e-05,13752
123,2.012842015e-05,13753
124,2.012842015e-05,13757
125,2.012842015e-05,13760
126,2.012842015e-05,13762
127,2.012842015e-05,13763
128,2.012842015e-05,27670
129,2.012842015e-05,27671
130,2.012842015e-05,27673
131,2.012842015e-05,27674
132,2.012842015e-05,27678
133,2.012842015e-05,27682
134,2.012842015e-05,27684
135,2.012842015e-05,27686
136,2.012842015e-05,27691
137,2.012842015e-05,27693
138,2.012842015e-05,27696
139,2.012842015e-05,27697
140,2.012842015e-05,27698
141,2.012842015e-05,27700
142,2.012842015e-05,27701
143,2.012842015e-05,27711
144,2.012842015e-05,27712
145,2.012842015e-05,27713
146,2.012842015e-05,27716
147,2.012842015e-05,27718
148,2.012842015e-05,27720
149,2.012842015e-05,27722
150,2.012842015e-05,27725
151,2.012842015e-05,27727
152,2.012842015e-05,27729
153,2.012842015e-05,27733
154,2.012842015e-05,27734
155,2.012842015e-05,27747
156,2.012842015e-05,27750
157,2.012842015e-05,27751
158,2.012842015e-05,27752
159,2.012842015e-05,27753
160,2.012842015e-05,35647
161,2.012842015e-05,35648
162,2.012842015e-05,35650
163,2.012842015e-05,35652
164,2.012842015e-05,35653
165,2.012842015e-05,35659
166,2.012842015e-05,35662
167,2.012842015e-05,35663
168,2.012842015e-05,35672
169,2.012842015e-05,35675
170,2.012842015e-05,35677
171,2.012842015e-05,35678
172,2.012842015e-05,35681
173,2.012842015e-05,35683
174,2.012842015e-05,35685
175,2.012842015e-05,35686
176,2.012842015e-05,35694
177,2.012842015e-05,35697
178,2.012842015e-05,35700
179,2.012842015e-05,35707
180,2.012842015e-05,35708
181,2.012842015e-05,35713
182,2.012842015e-05,35717
183,2.012842015e-05,35718
184,2.012842015e-05,35719
185,2.012842015e-05,35721
186,2.012842015e-05,35723
187,2.012842015e-05,35726
188,2.012842015e-05,35727
189,2.012842015e-05,35729
190,2.012842015e-05,35733
191,2.012842015e-05,35735
192,2.012842015e-05,42903
193,2.012842015e-05,42909
194,2.012842015e-05,42912
195,2.012842015e-05,42913
196,2.012842015e-05,42918
197,2.012842015e-05,42924
198,2.012842015e-05,42925
199,2.012842015e-05,42932
200,2.012842015e-05,42937
201,2.012842015e-05,42939
202,2.012842015e-05,42944
203,2.012842015e-05,42945
204,2.012842015e-05,42948
205,2.012842015e-05,42950
206,2.012842015e-05,42952
207,2.012842015e-05,42956
208,2.012842015e-05,42957
209,2.012842015e-05,42959
210,2.012842015e-05,42960
211,2.012842015e-05,42961
212,2.012842015e-05,42962
213,2.012842015e-05,42964
214,2.012842015e-05,42967
215,2.012842015e-05,42970
216,2.012842015e-05,42972
217,2.012842015e-05,42976
218,2.012842015e-05,42980
219,2.012842015e-05,42984
220,2.012842015e-05,42995
221,2.012842015e-05,42996
222,2.012842015e-05,42998
223,2.012842015e-05,42999
224,2.012842015e-05,13522
225,2.012842015e-05,13524
226,2.012842015e-05,13525
227,2.012842015e-05,13528
228,2.012842015e-05,13529
229,2.012842015e-05,13530
230,2.012842015e-05,13533
231,2.012842015e-05,13536
232,2.012842015e-05,13539
233,2.012842015e-05,13540
234,2.012842015e-05,13549
235,2.012842015e-05,13550
236,2.012842015e-05,13551
237,2.012842015e-05,13552
238,2.012842015e-05,13557
239,2.012842015e-05,13558
240,2.012842015e-05,13561
241,2.012842015e-05,13563
242,2.012842015e-05,13565
243,2.012842015e-05,13566
244,2.012842015e-05,13567
245,2.012842015e-05,13569
246,2.012842015e-05,13570
247,2.012842015e-05,13571
248,2.012842015e-05,13575
249,2.012842015e-05,13576
250,2.012842015e-05,13577
251,2.012842015e-05,13578
252,2.012842015e-05,13579
253,2.012842015e-05,13580
254,2.012842015e-05,13582
255,2.012842015e-05,13585
256,2.012842015e-05,2929
257,2.012842015e-05,2930
258,2.012842015e-05,2932
259,2.012842015e-05,2934
260,2.012842015e-05,2940
261,2.012842015e-05,2941
262,2.012842015e-05,2943
263,2.012842015e-05,2944
264,2.012842015e-05,2946
265,2.012842015e-05,2947
266,2.012842015e-05,2948
267,2.012842015e-05,2949
268,2.012842015e-05,2950
269,2.012842015e-05,2951
270,2.012842015e-05,2952
271,2.012842015e-05,2953
272,2.012842015e-05,2954
273,2.012842015e-05,2955
274,2.012842015e-05,2956
275,2.012842015e-05,2957
276,2.012842015e-05,2958
277,2.012842015e-05,2961
278,2.012842015e-05,2962
279,2.012842015e-05,2963
280,2.012842015e-05,2964
281,2.012842015e-05,2966
282,2.012842015e-05,2967
283,2.012842015e-05,2970
284,2.012842015e-05,2974
285,2.012842015e-05,2975
286,2.012842015e-05,2983
287,2.012842015e-05,2985
288,2.012842015e-05,21581
289,2.012842015e-05,21582
290,2.012842015e-05,21583
291,2.012842015e-05,21585
292,2.012842015e-05,21591
293,2.012842015e-05,21592
294,2.012842015e-05,21593
295,2.012842015e-05,21594
296,2.012842015e-05,21596
297,2.012842015e-05,21598
298,2.012842015e-05,21605
299,2.012842015e-05,21606
300,2.012842015e-05,21607
301,2.012842015e-05,21609
302,2.012842015e-05,21611
303,2.012842015e-05,21618
304,2.012842015e-05,21619
305,2.012842015e-05,21620
306,2.012842015e-05,21621
307,2.012842015e-05,21626
308,2.012842015e-05,21628
309,2.012842015e-05,21631
310,2.012842015e-05,21634
311,2.012842015e-05,21636
312,2.012842015e-05,21637
313,2.012842015e-05,21638
314,2.012842015e-05,21640
315,2.012842015e-05,21642
316,2.012842015e-05,21644
317,2.012842015e-05,21646
318,2.012842015e-05,21647
319,2.012842015e-05,21649
320,2.012842015e-05,24113
321,2.012842015e-05,24115
322,2.012842015e-05,24116
323,2.012842015e-05,24117
324,2.012842015e-05,24118
325,2.012842015e-05,24119
326,2.012842015e-05,24120
327,2.012842015e-05,24122
328,2.012842015e-05,24128
329,2.012842015e-05,24130
330,2.012842015e-05,24132
331,2.012842015e-05,24134
332,2.012842015e-05,24136
333,2.012842015e-05,24142
334,2.012842015e-05,24144
335,2.012842015e-05,24145
336,2.012842015e-05,24147
337,2.012842015e-05,24148
338,2.012842015e-05,24153
339,2.012842015e-05,24156
340,2.012842015e-05,24159
341,2.012842015e-05,24160
342,2.012842015e-05,24163
343,2.012842015e-05,24164
344,2.012842015e-05,24170
345,2.012842015e-05,24171
346,2.012842015e-05,24172
347,2.012842015e-05,24176
348,2.012842015e-05,24180
349,2.012842015e-05,24182
350,2.012842015e-05,24184
351,2.012842015e-05,24185
352,2.012842015e-05,25071
353,2.012842015e-05,25073
354,2.012842015e-05,25074
355,2.012842015e-05,25075
356,2.012842015e-05,25076
357,2.012842015e-05,25079
358,2.012842015e-05,25080
359,2.012842015e-05,25081
360,2.012842015e-05,25084
361,2.012842015e-05,25085
362,2.012842015e-05,25087
363,2.012842015e-05,25088
364,2.012842015e-05,25091
365,2.012842015e-05,25092
366,2.012842015e-05,25094
367,2.012842015e-05,25096
368,2.012842015e-05,25097
369,2.012842015e-05,25101
370,2.012842015e-05,25102
371,2.012842015e-05,25104
372,2.012842015e-05,25109
373,2.012842015e-05,25110
374,2.012842015e-05,25111
375,2.012842015e-05,25112
376,2.012842015e-05,25113
377,2.012842015e-05,25115
378,2.012842015e-05,25116
379,2.012842015e-05,25120
380,2.012842015e-05,25122
381,2.012842015e-05,25124
382,2.012842015e-05,25128
383,2.012842015e-05,25131
384,2.012842015e-05,46460
385,2.012842015e-05,46461
386,2.012842015e-05,46462
387,2.012842015e-05,46466
388,2.012842015e-05,46470
389,2.012842015e-05,46471
390,2.012842015e-05,46473
391,2.012842015e-05,46474
392,2.012842015e-05,46476
393,2.012842015e-05,46477
394,2.012842015e-05,46478
395,2.012842015e-05,46483
396,2.012842015e-05,46484
397,2.012842015e-05,46494
398,2.012842015e-05,46496
399,2.012842015e-05,46497
400,2.012842015e-05,46499
401,2.012842015e-05,46502
402,2.012842015e-05,46505
403,2.012842015e-05,46507
404,2.012842015e-05,46508
405,2.012842015e-05,46509
406,2.012842015e-05,46510
407,2.012842015e-05,46512
408,2.012842015e-05,46513
409,2.012842015e-05,46521
410,2.012842015e-05,46525
411,2.012842015e-05,46530
412,2.012842015e-05,46534
413,2.012842015e-05,46540
414,2.012842015e-05,46542
415,2.012842015e-05,46546
416,2.012842015e-05,57075
417,2.012842015e-05,57076
418,2.012842015e-05,57077
419,2.012842015e-05,57081
420,2.012842015e-05,57082
421,2.012842015e-05,57084
422,2.012842015e-05,57087
423,2.012842015e-05,57088
424,2.012842015e-05,57090
425,2.012842015e-05,57092
426,2.012842015e-05,57094
427,2.012842015e-05,57095
428,2.012842015e-05,57096
429,2.012842015e-05,57097
430,2.012842015e-05,57098
431,2.012842015e-05,57100
432,2.012842015e-05,57101
433,2.012842015e-05,57102
434,2.012842015e-05,57106
435,2.012842015e-05,57108
436,2.012842015e-05,57109
437,2.012842015e-05,57110
438,2.012842015e-05,57111
439,2.012842015e-05,57112
440,2.012842015e-05,57113
441,2.012842015e-05,57114
442,2.012842015e-05,57116
443,2.012842015e-05,57118
444,2.012842015e-05,57120
445,2.012842015e-05,57123
446,2.012842015e-05,57124
447,2.012842015e-05,57129
448,2.012842015e-05,12985
449,2.012842015e-05,12987
450,2.012842015e-05,12989
451,2.012842015e-05,12992
452,2.012842015e-05,12994
453,2.012842015e-05,12995
454,2.012842015e-05,12997
455,2.012842015e-05,13000
456,2.012842015e-05,13001
457,2.012842015e-05,13002
458,2.012842015e-05,13003
459,2.012842015e-05,13007
460,2.012842015e-05,13010
461,2.012842015e-05,13012
462,2.012842015e-05,13013
463,2.012842015e-05,13014
464,2.012842015e-05,13017
