,pagerank,vertex
0,2.012842015e-05,18537
1,2.012842015e-05,18539
2,2.012842015e-05,18545
3,2.012842015e-05,18546
4,2.012842015e-05,18547
5,2.012842015e-05,18549
6,2.012842015e-05,18550
7,2.012842015e-05,18553
8,2.012842015e-05,18554
9,2.012842015e-05,18556
10,2.012842015e-05,18558
11,2.012842015e-05,18560
12,2.012842015e-05,18563
13,2.012842015e-05,18564
14,2.012842015e-05,18566
15,2.012842015e-05,18570
16,2.012842015e-05,18577
17,2.012842015e-05,18578
18,2.012842015e-05,18579
19,2.012842015e-05,18582
20,2.012842015e-05,18590
21,2.012842015e-05,18592
22,2.012842015e-05,18593
23,2.012842015e-05,18594
24,2.012842015e-05,18597
25,2.012842015e-05,18599
26,2.012842015e-05,18600
27,2.012842015e-05,18603
28,2.012842015e-05,18605
29,2.012842015e-05,18607
30,2.012842015e-05,18616
31,2.012842015e-05,18617
32,2.012842015e-05,27920
33,2.012842015e-05,27921
34,2.012842015e-05,27922
35,2.012842015e-05,27926
36,2.012842015e-05,27931
37,2.012842015e-05,27933
38,2.012842015e-05,27934
39,2.012842015e-05,27936
40,2.012842015e-05,27938
41,2.012842015e-05,27941
42,2.012842015e-05,27943
43,2.012842015e-05,27947
44,2.012842015e-05,27949
45,2.012842015e-05,27950
46,2.012842015e-05,27951
47,2.012842015e-05,27953
48,2.012842015e-05,27956
49,2.012842015e-05,27957
50,2.012842015e-05,27958
51,2.012842015e-05,27961
52,2.012842015e-05,27968
53,2.012842015e-05,27969
54,2.012842015e-05,27971
55,2.012842015e-05,27973
56,2.012842015e-05,27974
57,2.012842015e-05,27976
58,2.012842015e-05,27978
59,2.012842015e-05,27984
60,2.012842015e-05,27989
61,2.012842015e-05,27991
62,2.012842015e-05,27993
63,2.012842015e-05,27996
64,2.012842015e-05,13685
65,2.012842015e-05,13686
66,2.012842015e-05,13687
67,2.012842015e-05,13689
68,2.012842015e-05,13690
69,2.012842015e-05,13693
70,2.012842015e-05,13696
71,2.012842015e-05,13698
72,2.012842015e-05,13700
73,2.012842015e-05,13706
74,2.012842015e-05,13709
75,2.012842015e-05,13710
76,2.012842015e-05,13714
77,2.012842015e-05,13716
78,2.012842015e-05,13718
79,2.012842015e-05,13724
80,2.012842015e-05,13727
81,2.012842015e-05,13728
82,2.012842015e-05,13730
83,2.012842015e-05,13731
84,2.012842015e-05,13735
85,2.012842015e-05,13736
86,2.012842015e-05,13739
87,2.012842015e-05,13740
88,2.012842015e-05,13742
89,2.012842015e-05,13744
90,2.012842015e-05,13752
91,2.012842015e-05,13753
92,2.012842015e-05,13757
93,2.012842015e-05,13760
94,2.012842015e-05,13762
95,2.012842015e-05,13763
96,2.012842015e-05,21581
97,2.012842015e-05,21582
98,2.012842015e-05,21583
99,2.012842015e-05,21585
100,2.012842015e-05,21591
101,2.012842015e-05,21592
102,2.012842015e-05,21593
103,2.012842015e-05,21594
104,2.012842015e-05,21596
105,2.012842015e-05,21598
106,2.012842015e-05,21605
107,2.012842015e-05,21606
108,2.012842015e-05,21607
109,2.012842015e-05,21609
110,2.012842015e-05,21611
111,2.012842015e-05,21618
112,2.012842015e-05,21619
113,2.012842015e-05,21620
114,2.012842015e-05,21621
115,2.012842015e-05,21626
116,2.012842015e-05,21628
117,2.012842015e-05,21631
118,2.012842015e-05,21634
119,2.012842015e-05,21636
120,2.012842015e-05,21637
121,2.012842015e-05,21638
122,2.012842015e-05,21640
123,2.012842015e-05,21642
124,2.012842015e-05,21644
125,2.012842015e-05,21646
126,2.012842015e-05,21647
127,2.012842015e-05,21649
128,2.012842015e-05,29738
129,2.012842015e-05,29739
130,2.012842015e-05,29740
131,2.012842015e-05,29743
132,2.012842015e-05,29744
133,2.012842015e-05,29748
134,2.012842015e-05,29752
135,2.012842015e-05,29754
136,2.012842015e-05,29756
137,2.012842015e-05,29757
138,2.012842015e-05,29760
139,2.012842015e-05,29767
140,2.012842015e-05,29770
141,2.012842015e-05,29773
142,2.012842015e-05,29778
143,2.012842015e-05,29779
144,2.012842015e-05,29782
145,2.012842015e-05,29784
146,2.012842015e-05,29786
147,2.012842015e-05,29789
148,2.012842015e-05,29790
149,2.012842015e-05,29792
150,2.012842015e-05,29793
151,2.012842015e-05,29794
152,2.012842015e-05,29798
153,2.012842015e-05,29800
154,2.012842015e-05,29805
155,2.012842015e-05,29806
156,2.012842015e-05,29809
157,2.012842015e-05,29810
158,2.012842015e-05,29813
159,2.012842015e-05,29814
160,2.012842015e-05,19543
161,2.012842015e-05,19545
162,2.012842015e-05,19547
163,2.012842015e-05,19549
164,2.012842015e-05,19550
165,2.012842015e-05,19552
166,2.012842015e-05,19554
167,2.012842015e-05,19555
168,2.012842015e-05,19559
169,2.012842015e-05,19561
170,2.012842015e-05,19565
171,2.012842015e-05,19566
172,2.012842015e-05,19567
173,2.012842015e-05,19572
174,2.012842015e-05,19575
175,2.012842015e-05,19579
176,2.012842015e-05,19580
177,2.012842015e-05,19581
178,2.012842015e-05,19585
179,2.012842015e-05,19586
180,2.012842015e-05,19588
181,2.012842015e-05,19593
182,2.012842015e-05,19596
183,2.012842015e-05,19606
184,2.012842015e-05,19607
185,2.012842015e-05,19610
186,2.012842015e-05,19613
187,2.012842015e-05,19618
188,2.012842015e-05,19619
189,2.012842015e-05,19625
190,2.012842015e-05,19631
191,2.012842015e-05,19635
192,2.012842015e-05,51575
193,2.012842015e-05,51576
194,2.012842015e-05,51577
195,2.012842015e-05,51578
196,2.012842015e-05,51582
197,2.012842015e-05,51583
198,2.012842015e-05,51587
199,2.012842015e-05,51588
200,2.012842015e-05,51590
201,2.012842015e-05,51591
202,2.012842015e-05,51592
203,2.012842015e-05,51594
204,2.012842015e-05,51595
205,2.012842015e-05,51596
206,2.012842015e-05,51597
207,2.012842015e-05,51599
208,2.012842015e-05,51602
209,2.012842015e-05,51604
210,2.012842015e-05,51606
211,2.012842015e-05,51609
212,2.012842015e-05,51611
213,2.012842015e-05,51613
214,2.012842015e-05,51614
215,2.012842015e-05,51615
216,2.012842015e-05,51616
217,2.012842015e-05,51617
218,2.012842015e-05,51618
219,2.012842015e-05,51622
220,2.012842015e-05,51624
221,2.012842015e-05,51625
222,2.012842015e-05,51626
223,2.012842015e-05,51627
224,2.012842015e-05,44059
225,2.012842015e-05,44063
226,2.012842015e-05,44065
227,2.012842015e-05,44066
228,2.012842015e-05,44067
229,2.012842015e-05,44070
230,2.012842015e-05,44071
231,2.012842015e-05,44074
232,2.012842015e-05,44075
233,2.012842015e-05,44077
234,2.012842015e-05,44080
235,2.012842015e-05,44083
236,2.012842015e-05,44087
237,2.012842015e-05,44089
238,2.012842015e-05,44091
239,2.012842015e-05,44092
240,2.012842015e-05,44093
241,2.012842015e-05,44095
242,2.012842015e-05,44097
243,2.012842015e-05,44099
244,2.012842015e-05,44101
245,2.012842015e-05,44103
246,2.012842015e-05,44104
247,2.012842015e-05,44107
248,2.012842015e-05,44108
249,2.012842015e-05,44109
250,2.012842015e-05,44111
251,2.012842015e-05,44116
252,2.012842015e-05,44120
253,2.012842015e-05,44122
254,2.012842015e-05,44123
255,2.012842015e-05,44124
256,2.012842015e-05,24113
257,2.012842015e-05,24115
258,2.012842015e-05,24116
259,2.012842015e-05,24117
260,2.012842015e-05,24118
261,2.012842015e-05,24119
262,2.012842015e-05,24120
263,2.012842015e-05,24122
264,2.012842015e-05,24128
265,2.012842015e-05,24130
266,2.012842015e-05,24132
267,2.012842015e-05,24134
268,2.012842015e-05,24136
269,2.012842015e-05,24142
270,2.012842015e-05,24144
271,2.012842015e-05,24145
272,2.012842015e-05,24147
273,2.012842015e-05,24148
274,2.012842015e-05,24153
275,2.012842015e-05,24156
276,2.012842015e-05,24159
277,2.012842015e-05,24160
278,2.012842015e-05,24163
279,2.012842015e-05,24164
280,2.012842015e-05,24170
281,2.012842015e-05,24171
282,2.012842015e-05,24172
283,2.012842015e-05,24176
284,2.012842015e-05,24180
285,2.012842015e-05,24182
286,2.012842015e-05,24184
287,2.012842015e-05,24185
288,2.012842015e-05,13522
289,2.012842015e-05,13524
290,2.012842015e-05,13525
291,2.012842015e-05,13528
292,2.012842015e-05,13529
293,2.012842015e-05,13530
294,2.012842015e-05,13533
295,2.012842015e-05,13536
296,2.012842015e-05,13539
297,2.012842015e-05,13540
298,2.012842015e-05,13549
299,2.012842015e-05,13550
300,2.012842015e-05,13551
301,2.012842015e-05,13552
302,2.012842015e-05,13557
303,2.012842015e-05,13558
304,2.012842015e-05,13561
305,2.012842015e-05,13563
306,2.012842015e-05,13565
307,2.012842015e-05,13566
308,2.012842015e-05,13567
309,2.012842015e-05,13569
310,2.012842015e-05,13570
311,2.012842015e-05,13571
312,2.012842015e-05,13575
313,2.012842015e-05,13576
314,2.012842015e-05,13577
315,2.012842015e-05,13578
316,2.012842015e-05,13579
317,2.012842015e-05,13580
318,2.012842015e-05,13582
319,2.012842015e-05,13585
320,2.012842015e-05,2929
321,2.012842015e-05,2930
322,2.012842015e-05,2932
323,2.012842015e-05,2934
324,2.012842015e-05,2940
325,2.012842015e-05,2941
326,2.012842015e-05,2943
327,2.012842015e-05,2944
328,2.012842015e-05,2946
329,2.012842015e-05,2947
330,2.012842015e-05,2948
331,2.012842015e-05,2949
332,2.012842015e-05,2950
333,2.012842015e-05,2951
334,2.012842015e-05,2952
335,2.012842015e-05,2953
336,2.012842015e-05,2954
337,2.012842015e-05,2955
338,2.012842015e-05,2956
339,2.012842015e-05,2957
340,2.012842015e-05,2958
341,2.012842015e-05,2961
342,2.012842015e-05,2962
343,2.012842015e-05,2963
344,2.012842015e-05,2964
345,2.012842015e-05,2966
346,2.012842015e-05,2967
347,2.012842015e-05,2970
348,2.012842015e-05,2974
349,2.012842015e-05,2975
350,2.012842015e-05,2983
351,2.012842015e-05,2985
352,2.012842015e-05,18689
353,2.012842015e-05,18692
354,2.012842015e-05,18695
355,2.012842015e-05,18696
356,2.012842015e-05,18697
357,2.012842015e-05,18704
358,2.012842015e-05,18705
359,2.012842015e-05,18706
360,2.012842015e-05,18707
361,2.012842015e-05,18710
362,2.012842015e-05,18711
363,2.012842015e-05,18712
364,2.012842015e-05,18716
365,2.012842015e-05,18728
366,2.012842015e-05,18730
367,2.012842015e-05,18733
368,2.012842015e-05,18734
369,2.012842015e-05,18739
370,2.012842015e-05,18740
371,2.012842015e-05,18743
372,2.012842015e-05,18745
373,2.012842015e-05,18746
374,2.012842015e-05,18748
375,2.012842015e-05,18751
376,2.012842015e-05,18754
377,2.012842015e-05,18755
378,2.012842015e-05,18757
379,2.012842015e-05,18759
380,2.012842015e-05,18760
381,2.012842015e-05,18761
382,2.012842015e-05,18763
383,2.012842015e-05,18770
384,2.012842015e-05,54978
385,2.012842015e-05,54980
386,2.012842015e-05,54983
387,2.012842015e-05,54985
388,2.012842015e-05,54986
389,2.012842015e-05,54992
390,2.012842015e-05,54993
391,2.012842015e-05,54997
392,2.012842015e-05,55000
393,2.012842015e-05,55001
394,2.012842015e-05,55002
395,2.012842015e-05,55003
396,2.012842015e-05,55004
397,2.012842015e-05,55006
398,2.012842015e-05,55009
399,2.012842015e-05,55010
400,2.012842015e-05,55011
401,2.012842015e-05,55012
402,2.012842015e-05,55013
403,2.012842015e-05,55014
404,2.012842015e-05,55016
405,2.012842015e-05,55017
406,2.012842015e-05,55022
407,2.012842015e-05,55023
408,2.012842015e-05,55024
409,2.012842015e-05,55026
410,2.012842015e-05,55027
411,2.012842015e-05,55028
412,2.012842015e-05,55029
413,2.012842015e-05,55030
414,2.012842015e-05,55033
415,2.012842015e-05,55035
416,2.012842015e-05,12985
417,2.012842015e-05,12987
418,2.012842015e-05,12989
419,2.012842015e-05,12992
420,2.012842015e-05,12994
421,2.012842015e-05,12995
422,2.012842015e-05,12997
423,2.012842015e-05,13000
424,2.012842015e-05,13001
425,2.012842015e-05,13002
426,2.012842015e-05,13003
427,2.012842015e-05,13007
428,2.012842015e-05,13010
429,2.012842015e-05,13012
430,2.012842015e-05,13013
431,2.012842015e-05,13014
432,2.012842015e-05,13017
433,2.012842015e-05,13018
434,2.012842015e-05,13019
435,2.012842015e-05,13020
436,2.012842015e-05,13021
437,2.012842015e-05,13024
438,2.012842015e-05,13025
439,2.012842015e-05,13027
440,2.012842015e-05,13033
441,2.012842015e-05,13035
442,2.012842015e-05,13036
443,2.012842015e-05,13038
444,2.012842015e-05,13042
445,2.012842015e-05,13049
446,2.012842015e-05,13055
447,2.012842015e-05,13060
448,2.012842015e-05,57075
449,2.012842015e-05,57076
450,2.012842015e-05,57077
451,2.012842015e-05,57081
452,2.012842015e-05,57082
453,2.012842015e-05,57084
454,2.012842015e-05,57087
455,2.012842015e-05,57088
456,2.012842015e-05,57090
457,2.012842015e-05,57092
458,2.012842015e-05,57094
459,2.012842015e-05,57095
460,2.012842015e-05,57096
461,2.012842015e-05,57097
462,2.012842015e-05,57098
463,2.012842015e-05,57100
464,2.012842015e-05,57101
