,partition,vertex
0,55,1145
1,21,1161
2,112,1298
3,18,1359
4,100,1381
5,7,1405
6,210,1445
7,72,1461
8,48,1483
9,119,1543
10,89,1551
11,62,1554
12,103,1557
13,50,1560
14,105,1573
15,92,1587
16,71,1596
17,35,1622
18,50,1636
19,160,1668
20,138,1687
21,48,1748
22,225,1762
23,113,1791
24,72,1817
25,109,1849
26,49,1884
27,50,1899
28,22,1917
29,42,1933
30,104,1945
31,136,1948
32,60,37516
33,5,37523
34,154,37527
35,132,37531
36,18,37538
37,51,37541
38,15,37545
39,47,37549
40,48,37561
41,154,37568
42,50,37576
43,97,37578
44,89,37581
45,60,37593
46,111,37595
47,125,37600
48,149,37601
49,143,37622
50,79,37634
51,97,37639
52,68,37642
53,43,37659
54,179,37662
55,8,37663
56,32,37665
57,131,37672
58,19,37684
59,85,37686
60,7,37692
61,147,37698
62,205,37700
63,101,37713
64,64,51866
65,32,51868
66,136,51877
67,109,51880
68,195,51883
69,230,51884
70,75,51886
71,111,51889
72,44,51890
73,128,51893
74,24,51897
75,151,51898
76,87,51911
77,56,51912
78,52,51913
79,9,51917
80,50,51918
81,122,51922
82,101,51926
83,143,51930
84,234,51931
85,110,51932
86,205,51934
87,145,51936
88,71,51941
89,230,51942
90,137,51948
91,73,51949
92,156,51950
93,149,51951
94,124,51952
95,211,51953
96,99,37701
97,205,37710
98,98,37717
99,49,37724
100,61,37740
101,103,37762
102,119,37766
103,83,37774
104,66,37776
105,109,37791
106,135,37793
107,127,37798
108,135,37811
109,50,37819
110,83,37820
111,235,37849
112,80,37862
113,76,37863
114,148,37866
115,154,37869
116,48,37870
117,148,37871
118,3,37874
119,131,37885
120,126,37906
121,53,37909
122,123,37912
123,120,37918
124,108,37922
125,205,37925
126,205,37927
127,56,37928
128,105,1794
129,110,2013
130,44,2110
131,80,2143
132,13,2321
133,5,2769
134,2,2954
135,131,3094
136,219,3178
137,34,3213
138,18,3227
139,60,3330
140,135,3491
141,156,3597
142,86,3652
143,112,3712
144,18,3802
145,24,3823
146,85,3959
147,144,3964
148,36,4043
149,56,4059
150,176,4121
151,60,4152
152,31,4314
153,47,4502
154,235,4572
155,144,4582
156,149,4588
157,225,4646
158,157,4672
159,140,4717
160,77,23731
161,128,23770
162,85,23772
163,45,23778
164,60,23783
165,69,23795
166,7,23805
167,187,23823
168,136,23830
169,22,23834
170,137,23850
171,142,23855
