,betweenness_centrality,vertex
407,1.597670407e-06,20530
408,1.084102296e-05,20535
409,2.376825018e-05,20539
410,2.219247528e-05,20542
411,8.040352423e-06,20570
412,6.746207421e-06,20573
413,1.372738666e-05,20582
414,1.399506261e-05,20600
415,1.79444174e-05,20603
416,1.863551985e-06,50591
417,2.17299098e-05,50612
418,7.657233768e-06,50634
419,1.560815635e-05,50643
420,3.755593189e-05,50644
421,2.072629507e-05,50703
422,7.599408755e-06,50711
423,6.816565632e-06,50738
424,2.09377441e-06,50778
425,6.14078147e-06,50785
426,2.656181935e-05,50830
427,9.460280985e-06,50855
428,1.120706501e-05,50861
429,2.278313525e-06,50972
430,1.493491702e-05,50993
431,1.185926188e-05,51009
432,2.757640961e-06,51071
433,6.794091212e-05,51091
434,2.455300154e-06,51112
435,2.778606582e-05,51194
436,3.727845364e-05,51207
437,4.295987674e-06,51209
438,6.062490214e-06,51221
439,1.480679745e-05,51225
440,1.555241193e-05,51230
441,2.747693682e-05,51265
442,3.396342935e-06,51280
443,2.348148245e-06,51289
444,6.055324748e-06,51307
445,1.567745864e-06,51314
446,3.657421993e-05,51337
447,4.237900258e-06,51378
448,1.272113154e-05,43670
449,5.399115e-05,43672
450,9.637418437e-07,43674
451,7.377200407e-05,43678
452,4.687942986e-05,43686
453,4.770522738e-05,43696
454,5.752633147e-05,43701
455,8.327126814e-05,43704
456,3.916325893e-05,43708
457,6.294520173e-05,43723
458,0.000129635,43727
459,7.007830043e-05,43729
460,9.740130889e-06,43734
461,2.570459474e-05,43736
462,3.31361828e-05,43738
463,9.076336041e-05,43740
464,9.201019683e-05,43742
465,7.643968554e-05,43743
466,5.002466964e-06,43746
467,3.250759052e-05,43748
468,4.975744728e-05,43752
469,2.345815405e-05,43756
470,0.000107408,43759
471,8.272988562e-05,43762
472,6.664891799e-05,43763
473,2.014930967e-05,43764
474,0.000145052,43767
475,5.030056149e-05,43776
476,3.859179159e-05,43777
477,3.654439569e-05,43779
478,7.966840878e-05,43780
479,5.202781635e-05,43785
480,2.678513447e-06,29677
481,2.105433761e-05,29687
482,2.690211866e-05,29689
483,4.644308464e-06,29690
484,1.772378807e-05,29694
485,3.565527526e-05,29700
486,2.007988986e-05,29704
487,1.71227413e-05,29707
488,1.280780645e-05,29711
489,1.442337012e-05,29724
490,1.195314006e-06,29733
491,3.400662849e-06,29736
492,1.019348504e-05,29737
493,1.985964185e-05,29738
494,2.034658624e-05,29740
495,6.991039557e-06,29741
496,1.400457688e-05,29745
497,2.190554597e-05,29747
498,6.892557405e-06,29757
499,9.793873586e-06,29773
500,2.416645466e-05,29774
501,3.998422516e-05,29784
502,4.63146274e-06,29788
503,6.099109343e-06,29791
504,5.666923333e-05,29792
505,3.386292579e-05,29799
506,3.358499491e-07,29803
507,9.45449046e-06,29807
508,1.388748204e-06,29813
509,1.783183531e-05,29815
510,2.773249766e-05,29816
511,1.643047555e-05,29822
512,1.368379882e-05,27764
513,0.0,27769
514,0.0,27770
515,7.60024963e-06,27787
516,4.186325267e-06,27793
517,3.51007943e-05,27798
518,0.0,27805
519,5.565902752e-06,27810
520,7.649329702e-07,27821
521,3.040955174e-06,27823
522,7.688024244e-06,27827
523,1.0617934e-05,27838
524,1.009831431e-05,27841
525,2.14906835e-05,27854
526,2.703755679e-05,27856
527,4.95962261e-06,27875
528,2.82117331e-06,27887
529,3.509229702e-05,27896
530,4.93174964e-06,27908
531,5.505107162e-06,27909
532,5.629575897e-06,27921
533,5.147288631e-06,27932
534,2.226456925e-06,27936
535,5.1372722e-05,27943
536,1.270546314e-05,27949
537,1.241044781e-05,27953
538,1.515025566e-05,27954
539,4.666587131e-06,27971
540,1.703556964e-05,27980
541,3.604031907e-06,27983
542,6.705614423e-06,27985
543,1.3617348e-06,27991
544,4.229917088e-05,40814
545,1.175158403e-05,40815
546,4.816709902e-05,40821
547,1.075685204e-05,40828
548,3.49623353e-05,40832
549,6.604057159e-06,40846
550,2.125138787e-05,40878
551,4.71078398e-05,40879
552,4.075368451e-05,40881
553,1.471810425e-05,40882
554,3.150987685e-05,40885
555,2.474222869e-05,40892
556,2.067259254e-05,40903
557,9.078410303e-05,40906
558,1.386688303e-05,40912
559,3.932692968e-05,40918
560,8.605676984e-05,40919
561,4.507905232e-05,40932
562,1.563770721e-05,40935
563,1.699035542e-05,40937
564,6.433367058e-05,40942
565,0.000127077,40945
566,1.3775069e-05,40952
567,1.534121882e-05,40955
568,3.068777452e-05,40965
569,8.02443008e-05,40971
570,3.21258113e-05,40991
571,6.084003499e-05,40999
572,7.521552691e-05,41006
573,0.000136967,41011
574,1.734784176e-05,41013
575,6.983910267e-05,41015
576,6.904058665e-05,37701
577,6.647095119e-05,37710
578,3.363176434e-05,37717
579,3.784381218e-05,37724
580,2.313643569e-05,37740
581,2.895955789e-05,37762
582,9.52079445e-06,37766
583,0.000115866,37774
584,7.620893381e-05,37776
585,4.936609206e-05,37791
586,0.000129518,37793
587,7.339886272e-05,37798
588,0.000162361,37811
589,2.487253797e-05,37819
590,4.594057369e-05,37820
591,2.735865944e-05,37849
592,0.000147469,37862
593,8.162662915e-05,37863
594,4.862635956e-05,37866
595,1.428604828e-05,37869
596,0.000101145,37870
597,0.000101563,37871
598,4.299272191e-05,37874
599,9.095842568e-05,37885
600,1.686411544e-05,37906
601,0.000101316,37909
602,4.45307244e-05,37912
603,2.047742229e-05,37918
604,4.395023208e-05,37922
605,7.784193901e-05,37925
606,9.53174458e-05,37927
607,9.571341928e-05,37928
608,0.000111864,7369
609,0.000112845,7370
610,0.000108921,7380
611,0.000163068,7427
612,0.000168638,7436
613,0.000106251,7445
614,0.000280404,7480
615,0.00032857,7485
616,0.000173386,7486
617,0.000130008,7492
618,0.000158268,7497
619,9.531382807e-05,7501
620,0.000113099,7504
621,0.000211228,7505
622,0.000117187,7517
623,0.000296005,7518
624,0.000166887,7524
625,9.554523895e-05,7540
626,0.000108149,7547
627,7.031979343e-05,7575
628,6.181771017e-05,7579
629,0.000108135,7598
630,7.74348535e-05,7623
631,0.000112805,7632
632,0.000112576,7634
633,0.000143101,7636
634,6.544233743e-05,7638
635,0.000132389,7647
636,0.000103168,7691
637,9.848580302e-05,7707
638,0.00018228,7734
639,0.000150869,7779
640,4.067998268e-05,34361
641,4.248482337e-06,34362
642,4.145191241e-05,34380
643,8.169890373e-06,34384
644,9.033586964e-06,34385
645,6.510757171e-06,34387
646,1.823399706e-05,34394
647,2.307060586e-05,34398
648,2.657925721e-05,34408
649,1.822203307e-05,34418
650,2.993507827e-05,34423
651,4.073176951e-05,34427
652,2.076552768e-05,34432
653,6.866214236e-05,34434
654,4.008599525e-05,34445
655,1.677024883e-05,34449
656,2.165078376e-05,34453
657,3.967716345e-06,34455
658,1.667135874e-05,34462
659,2.186537302e-05,34479
660,8.047087418e-06,34497
661,5.350922269e-05,34508
662,1.729699234e-05,34516
663,9.3425986e-05,34518
664,3.925791592e-05,34520
665,1.188374355e-05,34521
666,1.398640426e-05,34525
667,1.809198714e-05,34534
668,4.679417042e-05,34539
669,4.29514674e-05,34545
670,2.006958886e-05,34549
671,6.653459511e-06,34551
672,6.737446737e-05,23431
673,2.735648364e-05,23439
674,0.000109292,23444
675,2.303904708e-05,23449
676,3.583567845e-05,23450
677,2.145595134e-05,23457
678,1.979977355e-05,23460
679,4.276125785e-05,23469
680,0.000103034,23473
681,5.471532591e-05,23478
682,3.474877021e-05,23511
683,4.035541341e-05,23519
684,7.701610241e-05,23521
685,3.260480438e-05,23523
686,6.340045744e-05,23529
687,5.184352376e-05,23551
688,4.899176458e-05,23554
689,6.068694923e-05,23563
690,6.83663002e-05,23572
691,1.553004537e-05,23577
692,6.140861762e-05,23588
693,8.65353206e-05,23597
694,5.338070778e-05,23601
695,7.244778929e-05,23609
696,0.000128308,23619
697,7.46071721e-05,23620
698,9.381454975e-05,23640
699,3.605573258e-05,23673
700,5.987222868e-05,23687
701,2.292337491e-05,23692
702,2.194219935e-05,23709
703,2.318487657e-05,23727
704,2.267412531e-05,7678
705,4.841409983e-05,7681
706,3.018713136e-05,7703
707,6.120409754e-06,7721
708,6.933422443e-05,7722
709,3.172100644e-05,7727
710,3.596626686e-05,7736
711,2.66689759e-05,7747
712,2.780314997e-05,7756
713,2.955078433e-05,7762
714,1.401071025e-05,7764
715,1.849842355e-05,7770
716,9.755410214e-06,7776
717,3.643367002e-05,7777
718,4.298728329e-05,7783
719,6.397400673e-05,7791
720,6.746008148e-05,7793
721,1.559912105e-05,7802
722,4.371830309e-05,7808
723,2.635571873e-05,7809
724,6.518435459e-05,7827
725,8.992560324e-05,7838
726,1.659447557e-05,7843
727,2.910230999e-05,7854
728,2.883423336e-05,7860
729,3.054759435e-05,7864
730,5.928780967e-05,7867
731,5.617799688e-05,7874
732,6.288586434e-05,7887
733,5.164544177e-05,7912
734,2.908141358e-05,7914
735,3.755774797e-05,7922
736,0.000103064,45567
737,8.210997378e-05,45571
738,1.930963083e-05,45587
739,4.350480037e-05,45590
740,9.537408684e-05,45617
741,1.586145243e-05,45629
742,5.486175479e-05,45632
743,6.646438222e-05,45648
744,0.000166592,45661
745,4.963034539e-05,45672
746,1.62740387e-05,45678
747,4.960692448e-05,45716
748,8.547531785e-05,45719
749,0.000132888,45721
750,1.582936391e-05,45732
751,4.196065795e-05,45744
752,1.873099228e-05,45747
753,2.32239892e-05,45748
754,5.473651774e-06,45754
755,5.566362461e-05,45776
756,8.446804822e-06,45777
757,2.445493518e-05,45780
758,8.461847015e-06,45794
759,2.440524108e-05,45797
760,5.897727962e-05,45803
761,1.441820073e-05,45825
762,7.780914618e-05,45826
763,4.950723217e-05,45829
764,0.000112062,45844
765,2.211498689e-05,45864
766,7.347703472e-05,45877
767,2.50330428e-05,45879
768,4.438600442e-05,19531
769,6.290896055e-05,19536
770,1.179668188e-05,19543
771,8.755552013e-06,19547
772,1.43319258e-06,19550
773,2.681574298e-06,19553
774,1.981933954e-05,19557
775,3.466278981e-05,19561
776,2.766309241e-05,19571
777,8.346579518e-05,19572
778,4.37830681e-05,19591
779,1.810764018e-05,19601
780,1.403590361e-05,19635
781,1.54731016e-05,19641
782,3.068793417e-05,19670
783,2.16995372e-06,19675
784,3.190299618e-05,19678
785,1.839696946e-06,19681
786,1.131790173e-05,19703
787,3.184551346e-05,19710
788,6.693121359e-06,19712
789,1.1411103e-05,19719
790,3.808765804e-05,19734
791,2.591659185e-05,19751
792,5.947246677e-06,19753
793,3.788854091e-06,19755
794,3.173191642e-06,19759
795,8.179657367e-06,19767
796,0.0,19770
797,1.233125051e-05,19777
798,8.394741051e-05,19794
799,3.783234236e-05,19844
800,5.897326198e-07,22589
801,1.181587014e-05,22602
802,8.556783937e-06,22606
803,3.296232944e-05,22619
804,2.748321814e-06,22629
805,1.896435966e-05,22631
806,2.000108007e-05,22633
807,1.060472313e-05,22635
808,1.566520516e-05,22639
809,1.276051282e-05,22640
810,1.466102549e-05,22716
811,9.831758246e-06,22719
812,1.314554126e-05,22725
813,2.337075026e-05,22727
814,1.467300197e-05,22732
815,3.205644098e-05,22768
816,1.367641704e-05,22772
817,2.347731411e-05,22793
818,2.647761699e-05,22801
819,9.853540622e-06,22808
820,4.636274738e-06,22815
821,1.121314341e-05,22816
822,3.856950469e-06,22852
823,4.161068859e-07,22876
824,3.619356476e-05,22894
825,3.702173614e-06,22896
826,3.486078708e-05,22903
827,4.523682525e-05,22912
828,9.264916217e-06,22917
829,9.747582824e-06,22938
830,1.21202872e-05,22941
831,3.344634251e-06,22942
832,2.143321218e-05,51670
833,2.851292348e-05,51672
834,5.518510575e-06,51673
835,5.180738414e-06,51675
836,6.027168577e-06,51676
837,1.807887128e-05,51677
838,1.68488727e-05,51680
839,9.128942023e-06,51683
840,8.545740675e-06,51687
841,1.584185149e-05,51691
842,1.98591298e-06,51692
843,1.401474912e-05,51695
844,0.0,51697
845,6.846627806e-06,51702
846,1.620074927e-05,51703
847,1.304633052e-06,51704
848,3.876237123e-06,51713
849,3.04283721e-06,51714
850,2.426171751e-06,51716
851,2.272173803e-05,51719
852,0.0,51722
853,9.03769258e-06,51724
854,1.850449282e-05,51725
855,2.995774186e-06,51733
856,2.26533371e-05,51735
857,4.884888847e-05,51739
858,1.49965349e-05,51740
859,1.270592269e-05,51746
860,2.466868946e-06,51747
861,4.141677514e-06,51753
862,5.178127983e-06,51757
863,5.016831648e-06,51760
864,4.119488378e-06,49463
865,9.050376435e-07,49465
866,2.070922571e-06,49471
867,2.787240629e-06,49477
868,6.176857189e-06,49480
869,1.894534925e-06,49483
870,2.246835321e-05,49484
871,1.183650641e-05,49487
872,2.872576333e-05,49488
873,0.0,49489
874,6.627867836e-05,49492
875,3.332851814e-05,49493
876,7.995322683e-06,49494
877,2.102609092e-06,49495
878,9.392477614e-07,49498
879,1.020092367e-05,49499
880,5.654145306e-06,49512
881,4.265977581e-07,49514
882,4.295561767e-06,49518
883,0.0,49520
884,3.21559327e-06,49522
885,4.449551913e-05,49525
886,9.686761862e-06,49528
887,0.0,49529
888,1.952127114e-06,49530
889,1.71546913e-06,49531
890,3.487489501e-06,49532
891,1.532328858e-05,49533
892,0.0,49538
893,0.0,49541
894,5.012144903e-06,49545
895,0.0,49548
896,1.232112492e-05,13285
897,7.011196916e-06,13293
898,1.135526645e-05,13311
899,5.515623805e-07,13342
900,3.345371012e-06,13366
901,0.0,13368
902,1.429154749e-05,13385
903,4.114928599e-07,13430
904,5.729454976e-06,13486
905,4.941883969e-07,13509
906,3.168626778e-05,13527
907,6.675434249e-05,13543
908,5.210430532e-06,13618
909,8.883079655e-06,13624
910,2.108174458e-06,13664
911,3.078212012e-06,13675
912,0.0,13688
913,4.19928554e-05,13762
914,2.985929892e-07,13808
915,1.164529564e-06,13821
916,1.62461354e-06,13834
917,1.438868469e-05,13846
918,1.74538791e-06,13868
919,3.198577365e-06,13905
920,0.0,13926
921,0.0,13982
922,1.310129049e-05,14016
923,3.51331536e-06,14043
924,2.893476837e-05,14050
925,1.345592593e-05,14067
926,5.65766443e-06,14072
927,0.0,14115
928,6.969821096e-05,52845
929,6.603492275e-06,52849
930,5.976821825e-05,52852
931,1.595238622e-05,52856
932,2.368976937e-06,52859
933,3.849030967e-06,52869
934,1.02789552e-05,52873
935,2.576794924e-06,52878
936,8.237710058e-06,52879
937,1.072620936e-05,52882
938,1.664965959e-06,52895
939,9.981511309e-06,52896
940,5.038873611e-05,52905
941,3.270610745e-05,52912
942,1.320989375e-05,52913
943,3.668707156e-05,52920
944,2.208947794e-05,52925
945,1.244556676e-05,52927
946,1.878242134e-05,52945
947,5.812682014e-06,52947
948,7.69117635e-06,52949
949,4.94407958e-06,52954
950,3.125940078e-05,52963
951,1.181825955e-05,52967
952,3.656464551e-06,52968
953,1.447625466e-05,52987
954,1.527298571e-05,52992
955,2.229280304e-06,52993
956,6.953507107e-06,52994
957,1.04770798e-05,53000
958,1.516966133e-05,53003
959,1.273389948e-05,53015
960,1.657022615e-05,15232
961,1.792445903e-05,15253
962,1.260026218e-05,15303
963,1.194398208e-05,15353
964,3.977886257e-05,15366
965,5.850134192e-06,15386
966,2.112838103e-05,15401
967,1.101943689e-06,15441
968,9.181954402e-06,15442
969,4.040015608e-05,15450
970,9.832080392e-06,15461
971,9.546243991e-06,15491
972,3.661535046e-06,15492
973,1.011183542e-05,15501
974,4.912035518e-06,15511
975,3.333767813e-06,15520
976,1.395595887e-05,15588
977,2.273290418e-06,15621
978,6.388806088e-06,15634
979,6.577333755e-06,15670
980,2.582825601e-05,15694
981,1.952315097e-05,15707
982,9.225850718e-06,15726
983,7.616209279e-06,15746
984,7.71336074e-06,15754
985,9.900299297e-06,15775
986,1.491964819e-05,15784
987,1.93150848e-05,15795
988,4.596549761e-05,15830
989,2.107612824e-05,15881
990,1.542074588e-05,15885
991,4.159543089e-05,15892
992,0.000152183,11721
993,0.000249257,11760
994,9.00253168e-05,11766
995,0.000114911,11793
996,0.000102561,11901
997,0.000168712,11945
998,0.000203702,11966
999,0.000198859,11985
1000,0.000176325,11989
1001,7.140028939e-05,11997
1002,0.000132043,12004
1003,0.000156963,12023
1004,0.000310134,12024
1005,0.000171909,12066
1006,8.013427741e-05,12102
1007,0.000154504,12104
1008,0.000145745,12118
1009,0.000168082,12135
1010,0.000167006,12160
1011,0.000203011,12242
1012,0.000121048,12251
1013,0.000106852,12264
1014,0.000254658,12265
1015,0.00010298,12276
1016,0.000144582,12280
1017,0.00013658,12305
1018,0.00017645,12317
1019,0.000166289,12324
1020,0.000147718,12394
1021,6.575729253e-05,12403
1022,0.000148924,12412
1023,0.000171821,12422
1024,0.000146007,42222
1025,5.435553287e-05,42226
1026,3.606625084e-05,42229
